货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
EA,RK2604080002,主仓库,(증정) 유쏘풀 센트 스톤 (1ea),남궁정,采购入库,CG202604080002,8809846781232,8809846781232,8809846781232,(赠品) YOUSSOFUL 擴香石 (1ea),无,1ea,YOUSSOFUL,300,无权限,300箱,1.0,无,,B2-19-03,,正品,2026-04-08 07:25:47,YOUSSOFUL / EA / TW CG20260407006,TW,OCG202604080002,1/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.042,12.6,0.0,0,0.0,0,无
EA,RK2604240007,主仓库,(증정) 누메 소프트 레이어 스킨 프렙 (2ml),남궁정,采购入库,CG202604240007,8800242200129,8800242200129,8800242200129,(赠品) NUME 柔润分层妆前乳 (2ml),美妆个护,2ml,NUME,1400,无权限,1400箱,1.0,无,,A01-13-03,,正品,2026-04-24 10:31:57,NUME / EA / Sunmooh CG202604240001,,OCG202604240007,1/箱,0000-00-00 00:00:00,0.0,2028-12-15 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2604290016,主仓库,(증정) 아이뽀 데일리 선크림 (10ml),남궁정,采购入库,CG202604290012,8809654651604,8809654651604,8809654651604,(赠品) AIPPO 防晒 (10ml),美妆个护,10ml,AIPPO,13,无权限,13箱,1.0,无,,A01-29-01,,正品,2026-04-29 17:06:26,AIPPO / EA / Sunmooh CG20260428004,Sunmooh,OCG202604290012,1/箱,0000-00-00 00:00:00,0.0,2026-12-07 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2604030007,主仓库,(증정) 아임우나우 샤쉐 파우치 (1ea),남궁정,采购入库,CG202604030003,8802025121201,8802025121201,8802025121201,(赠品) I'm unau 小样套装 (1ea),美妆个护,1ea,I'm unau,100,无权限,100箱,1.0,无,,A03-15-03,,正品,2026-04-03 11:51:22,"I'm unau / EA / Sunmooh  追加:CJ택배 / 511668060833 / 511668060870 / 511668060881 / 511668060892 / 511668060903,로젠택배 44110438816 CG20260402005",Sunmooh,OCG202604030004,1/箱,0000-00-00 00:00:00,0.0,2026-08-23 00:00:00,0.0,0.0,18.0,1800,0.0,1800,无
EA,RK2604010002,主仓库,보라톡스 퓨어 화이트 리포좀 글루타치온 (500mg*60ea),남궁정,采购入库,CG202604010002,8809663539443,8809663539443,8809663539443,BORATALKS 谷胱甘肽 (500mg*60ea),食品,1ea,BORATALKS,100,无权限,1箱,1.0,无,,A01-03-03,,正品,2026-04-01 06:14:49,BORATALKS / EA / Sunmooh  追加:롯데택배 - 312049397844  追加:CJ대한통운 697221272866 CG20260327004,Sunmooh,OCG202604010002,100/箱,0000-00-00 00:00:00,0.0,2027-09-30 00:00:00,0.09,9.0,272.0,27200,0.0,27200,无
EA,RK2604010003,主仓库,바이아우어 맥주효모 트리트먼트 엠버우드 (500ml),남궁정,采购入库,CG202604010003,8809700495794,8809700495794,8809700495794,by:OUR 啤酒酵母 护发素 木质香 (500ml),美妆个护,500ml,by:OUR,20,无权限,1箱,1.0,无,,A02-21-01,,正品,2026-04-01 06:21:38,"by:OUR / EA / Sunmooh  追加:롯데택배 410632720831,410632720842, 410632720853 CG20260330001",Sunmooh,OCG202604010003,20/箱,0000-00-00 00:00:00,0.0,2029-02-04 00:00:00,0.55,11.0,1192.0,23840,0.0,23840,无
EA,RK2604010006,主仓库,플르부아 하트 키링 새니타이저(#그린 플로럴) (30ml),남궁정,借调入库,JTF202604010002,8800335541856,8800335541856,8800335541856,Pleuvoir 心形钥扣免洗洗手液(#Green Floral) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,A02-11-03,,正品,2026-04-01 12:05:18,화주변경(SCM 요청),기초,,100/箱,0000-00-00 00:00:00,0.0,2029-01-13 00:00:00,0.042,4.2,105.0,10500,0.0,10500,无
EA,RK2604010006,主仓库,플르부아 핸드선스크린(#퍼스트 메모리) (30ml),남궁정,借调入库,JTF202604010002,8800335541900,8800335541900,8800335541900,Pleuvoir 护手防晒霜(#First Memory) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,A02-01-03,,正品,2026-04-01 12:05:18,화주변경(SCM 요청),기타,,100/箱,0000-00-00 00:00:00,0.0,2028-08-04 00:00:00,0.046,4.6,127.0,12700,0.0,12700,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#베른) (50ml),권오성,未知入库,,8809864210943,8809864210943,8809864210943,POSTES 香水(#Bern) (50ml),美妆个护,50ml,POSTES,1,无权限,1ea,1.0,无,,A02-13-01,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-24 00:00:00,0.26,0.26,306.0,306,0.0,306,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#생트로페) (50ml),권오성,未知入库,,8809864210981,8809864210981,8809864210981,POSTES 香水(#Saint-Tropez) (50ml),美妆个护,50ml,POSTES,2,无权限,2ea,1.0,无,,A01-23-03,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-19 00:00:00,0.26,0.52,306.0,612,0.0,612,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#맨하튼) (50ml),권오성,未知入库,,8809864210998,8809864210998,8809864210998,POSTES 香水(#Manhattan) (50ml),美妆个护,50ml,POSTES,2,无权限,2ea,1.0,无,,A01-08-03,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-18 00:00:00,0.26,0.52,306.0,612,0.0,612,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#아말피) (50ml),권오성,未知入库,,8809864210950,8809864210950,8809864210950,POSTES 香水(#Amalfi) (50ml),美妆个护,50ml,POSTES,2,无权限,2ea,1.0,无,,A02-13-03,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-19 00:00:00,0.26,0.52,306.0,612,0.0,612,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#이스탄불) (50ml),권오성,未知入库,,8809864210974,8809864210974,8809864210974,POSTES 香水(#Istanbul) (50ml),美妆个护,50ml,POSTES,1,无权限,1ea,1.0,无,,A02-13-02,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-18 00:00:00,0.26,0.26,306.0,306,0.0,306,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#하바나) (50ml),권오성,未知入库,,8809864211001,8809864211001,8809864211001,POSTES 香水(#Havana) (50ml),美妆个护,50ml,POSTES,2,无权限,2ea,1.0,无,,A01-26-02,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-19 00:00:00,0.26,0.52,306.0,612,0.0,612,无
EA,RK2604010007,主仓库,포스테스 오 드 퍼퓸(#마요르카) (50ml),권오성,未知入库,,8809864210967,8809864210967,8809864210967,POSTES 香水(#Mallorca) (50ml),美妆个护,50ml,POSTES,2,无权限,2ea,1.0,无,,A01-24-03,,正品,2026-04-01 12:19:54,25년 11월 핸드캐리 건,,,30/箱,0000-00-00 00:00:00,0.0,2030-06-19 00:00:00,0.26,0.52,306.0,612,0.0,612,无
EA,RK2604010009,主仓库,보라톡스 살뺄라카노 (5g*30ea),남궁정,采购入库,CG202604010002,8809965480818,8809965480818,8809965480818,BORATALKS 纤体咖啡 (5g*30ea),食品,5g*30ea,BORATALKS,50,无权限,1箱,1.0,无,,A01-06-01,,正品,2026-04-01 14:13:54,BORATALKS / EA / Sunmooh  追加:롯데택배 - 312049397844  追加:CJ대한통운 697221272866 CG20260327004,Sunmooh,OCG202604010002,50/箱,0000-00-00 00:00:00,0.0,2028-02-02 00:00:00,0.21,10.5,1155.0,57750,0.0,57750,无
EA,RK2604010011,主仓库,(증정) 아임오 미오이노시톨 앤 슈퍼토닝 (2ea),남궁정,采购入库,CG202604010007,8806129208424,8806129208424,8806129208424,(赠品) I'M O 肌醇超级调理配方 (2ea),美妆个护,2ea,I'M O,60,无权限,60ea,1.0,无,,A02-19-01,,正品,2026-04-01 14:21:57,I'M O / EA / Sunmooh CG20260327005,,OCG202604010007,100/箱,0000-00-00 00:00:00,0.0,2027-08-20 00:00:00,0.052,3.12,137.0,8220,0.0,8220,无
EA,RK2604010012,主仓库,슈엘로 볼케이노 바디 피피씨 크림 (120ml) (#Ver.2),남궁정,采购入库,CG202604010008,8809794920271,8809794920271,8809794920271,Suelo 火山身体PPC纤体刮痧霜 (120ml) (#Ver.2),美妆个护,120ml,Suelo,32,无权限,1箱,1.0,无,,A01-09-01,,正品,2026-04-01 14:37:00,"Suelo / EA / Sunmooh  追加:한진택배 536630236903,536630237216,536630237570,536630237846,536630238303 CG20260331001",Sunmooh,OCG202604010008,32/箱,0000-00-00 00:00:00,0.0,2029-02-01 00:00:00,0.178,5.696,612.0,19584,0.0,19584,无
EA,RK2604010014,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#도쿄 클라우드) (50ml+8g),권오성,借调入库,JTF202604010003,8809681247474,8809681247474,8809681247474,Pleuvoir 发香喷雾套装(#Tokyo Cloud) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,20,无权限,1箱,1.0,无,,A03-27-03,,正品,2026-04-01 14:42:25,화주 변경 요청 건,기타,,20/箱,0000-00-00 00:00:00,0.0,2028-10-21 00:00:00,0.261,5.22,924.0,18480,0.0,18480,无
EA,RK2604020007,主仓库,아이뽀 엑스퍼트 모공 앰플 마스크 (30ml),남궁정,借调入库,JTF202604020001,8809875908457,8809875908457,8809875908457,AIPPO 去角质毛孔安瓶面膜 (30ml),美妆个护,30ml,AIPPO,40,无权限,40ea,1.0,无,,A02-19-02,,正品,2026-04-02 14:29:11,화주변경,기초,,60/箱,0000-00-00 00:00:00,0.0,2028-10-29 00:00:00,0.158,6.32,200.0,8000,0.0,8000,无
EA,RK2604030004,主仓库,포스테스 오 드 퍼퓸(#이스탄불) (50ml),권오성,采购入库,CG202604030001,8809864210974,8809864210974,8809864210974,POSTES 香水(#Istanbul) (50ml),美妆个护,50ml,POSTES,5,无权限,5ea,1.0,无,,A02-13-02,,正品,2026-04-03 09:04:35,대표님 사입제품 CG202604030001,,OCG202604030001,30/箱,0000-00-00 00:00:00,0.0,2030-06-18 00:00:00,0.26,1.3,306.0,1530,0.0,1530,无
EA,RK2604030005,主仓库,아이뽀 시카비타 수딩 패드 (140g*80ea),권오성,借调入库,JTF202604030004,8809849802828,8809849802828,8809849802828,AIPPO 积雪草保湿补水棉片(140g*80ea),美妆个护,140g*80ea,AIPPO,50,无权限,1箱,1.0,无,,A04-09-01,,正品,2026-04-03 10:36:22,화주 변경 요청 건,기타,,50/箱,0000-00-00 00:00:00,0.0,2029-03-08 00:00:00,0.308,15.4,722.0,36100,0.0,36100,无
EA,RK2604030008,主仓库,쏘두위 구강 스프레이(#바닐라향) (15ml),남궁정,采购入库,CG202604030004,8809693711352,8809693711352,8809693711352,SODOWE 口腔喷雾(#香草) (15ml),美妆个护,15ml,SODOWE,60,无权限,1箱,1.0,无,,A02-08-03,,正品,2026-04-03 12:00:39,"SODOWE / EA / Sunmooh  追加:로젠택배 44111578195 ,44111578206 ,44111578210 ,44111578221 ,44111578232 ,44111578243 CG20260402003",Sunmooh,OCG202604030006,60/箱,0000-00-00 00:00:00,0.0,2028-09-02 00:00:00,0.038,2.28,127.0,7620,0.0,7620,无
EA,RK2604030008,主仓库,쏘두위 구강 스프레이(#애플민트향) (15ml),남궁정,采购入库,CG202604030004,8809693711369,8809693711369,8809693711369,SODOWE 口腔喷雾(#苹果薄荷) (15ml),美妆个护,15ml,SODOWE,60,无权限,1箱,1.0,无,,A02-07-03,,正品,2026-04-03 12:00:39,"SODOWE / EA / Sunmooh  追加:로젠택배 44111578195 ,44111578206 ,44111578210 ,44111578221 ,44111578232 ,44111578243 CG20260402003",Sunmooh,OCG202604030006,60/箱,0000-00-00 00:00:00,0.0,2028-11-03 00:00:00,0.038,2.28,127.0,7620,0.0,7620,无
EA,RK2604030015,主仓库,닥터바이오 에코 모이스처 크림 (300g),남궁정,采购入库,CG202604030010,8809070633215,8809070633215,8809070633215,Dr.Bio 水润保湿霜 (300g),无,300g,Dr.Bio,30,无权限,1箱,1.0,无,,A03-04-02,,正品,2026-04-03 14:14:46,Dr.Bio / EA / Sunmooh  追加:대한통운 697275446220 CG20260402001,Sunmooh,OCG202604030012,30/箱,0000-00-00 00:00:00,0.0,2028-09-08 00:00:00,0.388,11.64,555.0,16650,0.0,16650,无
EA,RK2604030016,主仓库,스킨아이 내추럴 발효 비건 동백오일 100 (20ml),남궁정,采购入库,CG202604030011,8809186286558,8809186286558,8809186286558,SKINEYE 山茶花油精油 (20ml),美妆个护,20ml,SKINEYE,198,无权限,1箱,1.0,无,,A03-05-02,,正品,2026-04-03 14:42:27,SKINEYE / EA / Sunmooh CG20260402008,Sunmooh,OCG202604030013,198/箱,0000-00-00 00:00:00,0.0,2028-12-04 00:00:00,0.0,0.0,0.0,0,0.0,0,无
